date,product,quantity_sold
7/27/2024,Anti-Dandruff Styling Gel - Strong Hold,8912
9/20/2024,Strong & Healthy Shampoo,3559
7/26/2024,Silver Sparks Scrub Pad,2141
1/2/2024,"Clothes Storage Laundry Bag - Fabric, Grey, Gry BB 553",6304
5/5/2024,Pumpkin Seeds - Salted,6603
8/15/2024,Wet Dog Food - Chicken & Vegetable Chunks In Gravy,4510
8/29/2024,Ginger Milk,7338
11/2/2024,"Notebook - King Size, Ruled, College, Spiral",3792
5/12/2024,"Face Wash - Whitening, Peel",9054
7/22/2024,Crunchy Cinnamon Almond Butter,1860
1/9/2024,Plastic Hook/Hanger Card Self Adhesive/Stickable - BH 048,1282
7/1/2024,Aglow Neem-Chandan Skin Purifying Face Cleanser,8927
7/5/2024,Ready To Eat - Bisibele Bhath,4628
12/13/2024,Organic - Chilli Powder/Menasina Pudi,5182
5/26/2024,"Kohinoor Basmati Rice -Extra Long, Gold 1 Kg & Garam Masala-E-Khaas, 40 g",433
6/6/2024,"Pork - Fresh Bacon, Sliced",9562
3/17/2024,"3 Fold Umbrella - Auto-Open & Manual Close, Black",5258
9/28/2024,Khatta Meetha Poha,6805
3/26/2024,Muradabadi Amla Muraba,725
2/27/2024,Chicken - Meatball,9282
4/20/2024,Universal Floor Cleaner - Lavender,148
1/2/2024,"Cereal - Ragi, Rice & Strawberry With Milk",9380
1/18/2024,Feel the Massage Shower Gel,8880
8/31/2024,Certified Organic Sunflower Oil,4274
8/28/2024,Gadget Cleaner Spray Sparkling +  Harpic Power Plus Toilet Cleaner (each 500 ml),5722
2/24/2024,Feel the Massage Shower Gel,1900
1/31/2024,Namkeen - Spicy Moong Dal,6530
3/26/2024,Face Wash Dry Skin & Face Scrub De-Tan,1385
2/24/2024,Pickle - Gongura,4361
2/11/2024,Natural Baby Cream,1758
6/8/2024,Easy 5 Minute Hair Colour - Natural Brown,2465
8/16/2024,"Liberty Multi Utility Storage Rack - 3 Steps, Assorted Colour",1669
1/22/2024,Instant Noodle - Tom Yam Flavor,6735
7/4/2024,Orange Mint Syrup - 100% Natural,9633
10/11/2024,Ultra Smooth Shaving Foam,5145
10/20/2024,Whole Wheat Khakhra - Jeera,6925
5/5/2024,Life On Coconut Shampoo & Shower Gel,4780
10/8/2024,Burger Patty - Chicken,7505
6/8/2024,Fluid Intense Eau De Toilette For Men,125
12/18/2024,Wafer Roll - Twister Vanilla Chocolate with Milk Vanilla Cream,9318
12/19/2024,Gokshurvarunadi Kwath - Treats Urinary Infections,1853
7/2/2024,Chocolate Biscuits - Cream 4 Fun,6978
11/1/2024,Home Professional Coffee Kit - Filter Coffee Sachets & Stainless Steel Coffee Filter,395
1/10/2024,Oil Control Face Wash,3121
3/26/2024,"Premium Digital Tampon - Heavy Flow, FDA Approved",4748
8/20/2024,Jeera Kadu/Bitter Cumin,9753
8/20/2024,"Knitting Laundry Basket - Big, Grey",1727
12/7/2024,"Loofah - I-Got-Your-Back, Bath Essentials",8342
11/12/2024,Clean Planet Fridge Bags For Fruits & Vegetables 4pcs+Fresho Apricot-Dried 200 g,9057
1/6/2024,Chocolate - White,2986
12/1/2024,Basmati Rice/Basmati Akki - Rozana Gold,8323
2/29/2024,Green Banana Flour,1196
9/4/2024,"Sensual, Natural Jasmine & Vanilla Cold Pressed Body Massage Oil",1235
2/29/2024,"Serum C - 20% Vitamin C, Anti-Aging",5460
8/25/2024,Men - Energy Burst Face Gel,9384
6/24/2024,Meat Masala,8239
12/8/2024,Noodles - Chicken And Corn,6476
8/20/2024,Round Mist Diffuser,1528
5/29/2024,Perfume Body Spray - Storm,4060
10/31/2024,"Spectra Dual Colour Graduated Dressing Comb - HMSC-01D, Colour May Vary",2958
7/26/2024,Sharbat - Rose,4950
8/13/2024,Clay Fresh Shower Gel - Hibiscus & Grapefruit,8586
12/19/2024,Airtight Lock-N-Pack Plastic Container - Transparent,4714
10/17/2024,Oil Formula 1 With 3 cc,3990
1/1/2024,Cleanser - Scalp,4947
11/8/2024,Chocolate - Lindor White,154
3/29/2024,Chinese Five Spice Seasoning,2434
3/10/2024,Hair Styling Gel - High Hold With Wet Looks,8752
10/25/2024,Neem Churna,8644
6/26/2024,Wet Look Hair Gel,7408
10/6/2024,"O'Rice Cracker - Light & Tasty, Baked Not Fried",6209
7/7/2024,"Massage Oil - Gentle Baby Oil For Face & Body, 0-2 years",8859
10/15/2024,"Stainless Steel Serving Tools - Ladle, Oval, Basting, Rice With Stripes",2691
8/24/2024,Baby Moments Soap,391
9/8/2024,"Advansed Jasmine, Non Sticky Coconut Hair Oil",2815
4/22/2024,Hajmola Chatpati Hing,3633
1/11/2024,Tangy Peanuts - Tomato,4594
2/23/2024,Power Toothbrush For Kids - Yellow,7134
11/13/2024,Organic Barley,3022
4/25/2024,Bubble Glass,8688
12/12/2024,Conditioner - Dandruff,4101
12/31/2024,Smartwater,4780
1/6/2024,Potato Chips - Tomato,5111
4/21/2024,Up Or Down Eau De Toilette - For Woman,7756
6/2/2024,Svachh DLX Alpha Steel Outer Lid Pressure Cooker (20268),5997
7/13/2024,100% Anti Hangover Drink - Blackberry,4209
10/6/2024,Flavour Instant Coffee - Very Vanilla,630
10/31/2024,"Knife - All Purpose Stainless Steel, Multicolour",8942
6/8/2024,Parmesan Pecorino Romano D.O.P Cheese - Grated,2230
11/20/2024,Burger Patty - Chicken,6201
11/2/2024,Organic Bisibelebath Mix - Kodo Millet,998
6/30/2024,"Floor Cleaner - pH Neutral (Cleans all Surfaces, Sensitive to skin, pH-neutral)",4882
5/3/2024,Double Stuf Creme Biscuit,2754
10/7/2024,Nilgiri White Tea - Tennen Silver Tip,972
7/11/2024,Ultra Smooth Shaving Foam,7669
3/29/2024,Adai Mix,329
11/18/2024,"Glass Bottle With Plastic Outer - Pink Lid, BB1309",1237
10/9/2024,Chocos - Magic Hearts,332
4/11/2024,Badam Halwa,6432
2/21/2024,Pure Rich Coconut Milk - 16-19% Fat,8055
10/2/2024,Organic - Sona Masoori Raw Rice/Akki,7629
8/28/2024,Fresh Guard Ocean Fresh Disinfectant Toilet Cleaner,2428
5/16/2024,Powder - Chilly (Kashmiri),5040
4/5/2024,Super Greens,2761
9/25/2024,Premium International Dried Strawberry,7421
5/2/2024,Feel the Massage Shower Gel,5418
10/6/2024,"Kitchen Towel - 2 ply, 4 Rolls",4405
8/6/2024,Cookies - Pista Badam,9621
6/27/2024,"Plastic Hook - White, BB 754",672
9/7/2024,Wet Look Hair Gel,2373
7/17/2024,Shrikhand - Mango,4493
8/28/2024,Masala - Chicken Tikka,4512
3/28/2024,"Man-In-Charge - Black Gold, Eau De Parfum",2656
8/7/2024,Keto Crackers,8987
1/8/2024,"Dishwasher - Round, with Cyclozan",5016
1/26/2024,Water/Juice Glass,6708
12/12/2024,Renogest,2113
1/7/2024,Cone - Jasmine & Camphor,6580
1/26/2024,Quinoa Flour,1628
10/6/2024,Taft Shine Hair Lacquer Mega Strong 5,3502
2/7/2024,"Notebook - Unruled, Long",4249
10/24/2024,Butter Kukkies,9352
9/27/2024,Bio Pineapple Oil Control Foaming Face Wash,5992
3/11/2024,"Decorative Wax Candles Scented - Red, Bb-1258-2 Rose",4996
10/19/2024,Brahmi Capsules,8852
7/7/2024,Filling or Topping - Blueberry,3004
11/5/2024,Lex Cream Sandwich Biscuits - Cheese Flavour,6995
10/31/2024,Sugar Free Jam - Melanger Les Fruits (Mix Fruit),8359
6/28/2024,"Extra Care Toothbrush - Pink, Soft",8065
9/11/2024,Piping Bag & Patisserie,2366
8/7/2024,"Plastic Hook - White, BB 754",4176
5/7/2024,Brightening Serum,7112
5/5/2024,Hibiscus Shampoo - For Dry Hair,2200
8/15/2024,GlycoDab,4638
11/21/2024,"Glass Water Bottle With Round Base - Red, BB1361",3640
3/11/2024,7-in-1 Super Seeds & Nut Mix,4891
5/19/2024,"Printed Fabric Pencil Pouch - Purple, BB1261DPPL",5112
5/28/2024,Kiwi - Sun Gold,3457
5/27/2024,Multivitamin Glowing Skin Soap,5812
1/12/2024,Sriracha Dip Sauce,6737
2/20/2024,Taft Shine Hair Lacquer Mega Strong 5,1252
6/20/2024,Stainless Steel Airtight Storage Container - SL-1201,8496
4/2/2024,Air Freshener Spray - Original Camphor,6138
10/18/2024,"Yumitos Potato Chips - Original Style, Chilli",9756
3/11/2024,"Deodorant Body Spray - Dark for Woman, New",2518
10/27/2024,Peru Vati,613
12/4/2024,Steel Ghee Pot,3649
1/25/2024,Mogo Mogo fruit Green Tea Make Brew Iced Tea or Hot Tea,2950
12/18/2024,"Regal Plastic Stool - Medium Printed, Assorted Color",3236
8/5/2024,Fruit Yoghurt - Blueberry,4711
8/28/2024,"Gel Pen - Blue, Fasty",834
1/31/2024,Galaxy Storage Plastic Printed Container - Blue,9187
1/23/2024,Hand Wash Shea & Cocoa Butter - Anti Bacterial,4963
4/16/2024,Pumpkin Seeds - Salted,4291
8/21/2024,"Almond/Badam - Californian, Giri 200gm + Cashew Whole 200gm+Raisins Indian 200gm",1132
2/3/2024,Clear Glycerine Soap - Oil Balance (Eucalyptus Oil & Mint),7268
8/30/2024,"100% Natural Porridge Mix - Sathu Maavu, 6-8 Months, No Preservatives, No Artificial Colours",5995
5/7/2024,Espresso Rich with Velvety Crema,3958
10/22/2024,Everyday Nutri Flour - Gluten Free,6399
12/15/2024,Plain Cheese - Processed Angles,9405
8/3/2024,100% Pure Organic Honey - Wild Forest,5736
3/4/2024,"Stylo Storage Plastic Container - Printed, Blue",6669
6/6/2024,Fragrance Body Spray - Napoleon 150 ml + Fragrance Body Spray - Royal 150 ml,5026
1/13/2024,Green Tea Lemon,7613
8/23/2024,Bocconcini,4640
3/16/2024,Steel Mop,3501
12/16/2024,Organic Salted Butter,6563
7/12/2024,Fennel Seed Essential Oil - 100% Pure & Natural,1599
1/15/2024,Grand'Or Milk & Hazelnuts,3491
12/24/2024,Taco Shells - 4 Inches,7464
9/1/2024,Jus-Like - Lobster Bite,8627
6/18/2024,Apricots/Jardalu,8733
3/21/2024,Insta Glow Gold Bleach,4236
7/4/2024,Natural Neem Agarbatti,8227
1/20/2024,Diamond Skin Brightening Kit - Consumer Pack,1513
1/29/2024,Revitalift Crystal Micro-Essence Sheet Mask,6825
5/17/2024,"Pride Multi Utility Storage Drawer - 3 Steps, Assorted Colour",750
3/24/2024,"Dyna Plastic Bathroom Stool/Patla - Plain, Assorted Colour",5624
11/2/2024,"Regenerist - Advanced Anti-Ageing, Revitalizing Face Wash Cleanser",7622
11/9/2024,Bhuna Masala Gravy - Ready To Cook,3189
11/12/2024,Mithai Mate - Sweetened Condensed Milk,8590
11/5/2024,Natural Hand Made Laundry Bar Soap,9317
10/23/2024,"Visible White Toothpaste - Sparkling Mint, Saver Pack",3508
3/1/2024,Masala - Paneer,9449
3/29/2024,Amritsari Chhole Masala,1174
7/19/2024,Disney Belle Princess Double Wall Insulated Kids Sipper Bottle,8276
11/8/2024,Massaman Curry Paste,1768
11/25/2024,"Orbit Stainless Steel Lunch Box Insulated - 3 Deck, Blue",5744
9/23/2024,Roasted Almond With Belgian Milk Chocolate,4170
11/28/2024,Darjeeling Black Tea Bags,7528
3/29/2024,Nutritional Powder Premium Chocolate 400g + Vanilla Delight 400 g,1434
5/20/2024,"Ice Cream - Double Chocolate, Family Pack",832
1/17/2024,Soft Centres Chocolate - Choco Mousse,2181
7/7/2024,Coriander/Dhania Powder,3105
7/30/2024,Go Icy Perfume Spray,3579
6/7/2024,"Perfume Body Spray - Super Saver Pack, 2 Voyage & 1 Neo",1373
6/2/2024,Decorative Party Light Big Star String LED Light 2 M - Multicolour,322
7/9/2024,Seeds - Watermelon,3926
6/8/2024,Hawaiian Trail Mix,9467
2/9/2024,ZigZag Neem Soft Bristle Toothbrush,6507
10/18/2024,Cool Bath Soap - 99.9% Germ Protection,6716
11/28/2024,"100% Natural Porridge Mix - Sathu Maavu, 6-8 Months, No Preservatives, No Artificial Colours",7993
11/16/2024,"Plastic Flexi Lock No.3 Container - Gray, 1.8 L",4488
3/28/2024,Flavour Instant Coffee - Double Chocolate,3421
4/21/2024,Ultrathin Sensitive Toothbrush,9169
7/16/2024,"Dustbin/Basket - Plastic, Green, Gr BB 617 1",410
9/15/2024,"Induction Base Non Stick Cookware Set With Glass Lid - Bling, Blue",2466
6/13/2024,2 Ply Toilet Tissue Roll,639
2/15/2024,Signature Temptation After Shave Lotion,6524
9/23/2024,Huff N Kuff Syrup,3860
11/21/2024,Organic Bisibelebath Mix - Kodo Millet,2815
10/14/2024,Watermelon - Organically Grown,1092
11/4/2024,Butterscotch Chocolate Bar,1240
6/26/2024,Soy Milk Protein+ Original,1769
11/4/2024,Dead Sea Salt Shampoo,8266
11/20/2024,"Chicken Flavour, Real Chicken Biscuit,Dog Treats",7483
3/8/2024,Dishwash Liquid - Gel Lemon,3171
1/1/2024,Cinnamon Essential Oil,6380
9/15/2024,"Floor Cleaner - Green Apple, Imported",7047
4/16/2024,Natural Hand Made Laundry Bar Soap,7468
5/29/2024,Perfume Body Spray - Storm,2764
4/10/2024,"Loofah/Sponge Scrubber/Body Bath - Dual Side, Hangable, Purple, BH-070 PRP",108
11/8/2024,"Almond/Badam - Californian, Giri 200gm + Cashew Whole 200gm+Raisins Indian 200gm",954
5/26/2024,Airtight Lock-N-Pack Plastic Container - Transparent,4588
4/7/2024,"Premium Digital Tampon - Heavy Flow, FDA Approved",7561
3/12/2024,Sharbat - Rose,1864
8/12/2024,Gadget Cleaner Spray Sparkling Shine + Glass and Household Cleaner (each 500 ml),3775
2/20/2024,"Disinfectant Floor Cleaner Liquid - Pine, Kills 99.9% Germs",255
8/14/2024,Organic - Alfalfa Seeds,1917
9/19/2024,Durum Wheat Pasta - Linguine,2542
5/5/2024,Durum Wheat Pasta - Linguine,2518
6/22/2024,Classic Green Organic Tea,3589
9/8/2024,Strong Pain Balm,7330
7/27/2024,Chai/Stoneware Milk/Coffee Mug - Red Floral,9088
5/12/2024,Majmua Concentrated Oriental Perfume Free From Alcohol For Unisex,3331
6/24/2024,Millet Rusk - Sweet,9025
1/22/2024,Daily Shine Shampoo,9832
4/17/2024,"Olives - Stuffed, Pim Queen",3666
1/15/2024,Stainless Steel Crest Master Fork,7337
2/4/2024,Savoury Pudding Set/Dryfruit Serving Bowl,6051
4/21/2024,"Disposable Bamboo Wood Skewers/Pickers- For Barbecue, 6 Inch",9073
6/23/2024,Care Wet Wipes,7216
6/7/2024,"Toothpaste - Gum Care, Expert Protection",3258
10/20/2024,Makhana Tangy,7992
6/2/2024,Vetiver Man EDT,8888
3/6/2024,Laxmiji Murti - Pure Brass,9685
12/30/2024,Spinach - Chopped,164
12/4/2024,Vetiver Man EDT,9017
4/4/2024,Sticky Plum Sauce,4095
4/14/2024,Strong & Healthy Shampoo,4585
2/29/2024,Skin Logix Whitening Balancing Day Cream Spf 50 100G,975
5/30/2024,Zeb Rise Wired 1200 DPI USB Optical High Precision Mouse,4958
11/13/2024,Energy Bars - Hazelnut Magic,6790
10/31/2024,Appalam - No 6,4129
1/20/2024,"Knitting Laundry Basket - Big, Grey",2442
11/20/2024,Organic Chilli Powder/Menasina Pudi,3254
10/27/2024,Moroccan Mint Tea,7409
7/29/2024,Caramel,9639
5/1/2024,"Glass Water Bottle With Round Base - Red, B1364",7807
4/15/2024,"Wafer Roll - Twister, Chocolate With Chocolate Cream",6802
10/12/2024,Curry Mix - Morkozambu,2982
9/13/2024,Instant Filter Coffee Liquid - Strong,8210
9/3/2024,Water/Juice Glass,6731
5/13/2024,Sorghum/Jowar Flour/Jolada Hittu,6543
11/2/2024,Blackhead Clear Kit 123,2868
8/10/2024,2 Ply Toilet Tissue Roll,7069
12/11/2024,Custard Powder - Pineapple,6730
2/16/2024,Gadget Cleaner Spray Sparkling +  Harpic Power Plus Toilet Cleaner (each 500 ml),4891
3/9/2024,Bottle Corkscrew,3112
4/9/2024,Gluten Free Corn Flakes,7114
12/25/2024,Youth Eternity Night Cream,8952
4/11/2024,Black Tea & Ginger,951
6/19/2024,Plum Sauce,8527
8/3/2024,"Hair Color 87.5 g + 72 ml, 550 Mahogany + Color Protect Shampoo 175 ml",6690
1/30/2024,"Milkshake Mix, 200 g + Vanilla Creme Biscuit, Family Pack, 300 g",6638
7/9/2024,Original Soap,5491
6/12/2024,Instant Noodles - Aglio Olio,88
12/29/2024,Holy Basil Blossom Honey,945
6/21/2024,Brazilian Rosewood Plant Based Liquid Laundry Detergent,3611
5/30/2024,Fields Of Gold Organic Chia Seeds,7735
7/18/2024,FunFoods Pasta Alfredo With Cheese,7386
8/29/2024,Nicer Dicer Vegetable & Fruit Cutter 12-In-1,2021
3/22/2024,Rolled Oats - Thick,4121
11/7/2024,"Pork - Prosciutto Cotto Ham, Sliced",1039
7/1/2024,Guar Gum,2043
4/4/2024,"SMX 3 - 3 Blade Shaving System, Jumbo Pack",4439
5/22/2024,"Microwave and Fridge Freezer - 40%Extra Free, Imported",7795
12/9/2024,"Wonder Diaper Pants - Large, 9-14 Kg",8431
9/6/2024,"Cinnamon & Clove Herbal Tea - Zero Caffeine, Tisane Long Leaf, Pyramid Bags",7131
1/7/2024,"Body Wash - Lavender & Almond Oil, Nourishing & Moisturising Shower Crème",1555
4/28/2024,Brass Prasad Plate - 7 Inch,5998
5/26/2024,Bon Plastic Lunch/Tiffin Box With Containers & Cover - Red,4516
9/23/2024,Revolutionary Fabric Roll On - Outdoor Mosquito Repellent,2705
10/30/2024,Classic Milk Chocolate Candy,5500
1/8/2024,Healthy Snack - Variety Pack,227
12/3/2024,Argan Body Butter,5352
11/3/2024,Samrakshana Vaastu Deepa Thailam,7387
1/6/2024,Chikmagaluru's Aroma Fresh Filter Coffee Decoction,2134
10/14/2024,"Super Bucket - Assorted Colour, 16 L + Metro Mug - Plain, Assorted, 1 L",5342
2/26/2024,Butterscotch Chocolate Bar,9453
1/28/2024,Floor Cleaner,9922
3/3/2024,Fish With Shredded Coconut & Malabar Tamarind,9670
11/17/2024,Istanbul Juice/Whisky Glass Tumbler,5984
9/25/2024,Treat Jim Jam Biscuits 150gm + Treat Orange Biscuits 150gm,1440
1/26/2024,Jeera Powder,4849
7/4/2024,"3mm Hard Aluminium Anodized Fry Pan - Induction Base, 23.5 cm, Black",7011
7/29/2024,Cream Cleaner,2827
3/30/2024,"Milk Mug - Red & White, Flower Print",8139
2/29/2024,"Plastic Flexi Lock No.3 Container - Gray, 1.8 L",7285
12/15/2024,Soap - Coconut & Olive Oil,6022
6/16/2024,Detoxifying Mineral Pack,4331
12/21/2024,"Almonds - 100% Natural Premium 200G + Cashews - Whole, 100% Natural 200G",6955
3/24/2024,"Water Bottle - Stainless Steel, Green BB 511 2",2976
1/29/2024,Home Professional Coffee Kit - Filter Coffee Sachets & Stainless Steel Coffee Filter,5955
9/12/2024,Kiwi - Sun Gold,7384
6/6/2024,Whole Wheat Bread,7322
10/21/2024,Lemon & Oil Shower Gel - Pampering Care With Refreshing Scent Of Lemon,2152
11/29/2024,Thousand Island Dressing,3001
7/21/2024,"Caramelized Onion Crackers - Gluten-free, Vegan",3888
1/1/2024,Lip Balm - Smile Lavender,6545
4/20/2024,Mughlai Tikka Masala Spice Mix,5138
7/1/2024,"3 Fold Umbrella - Auto-Open & Manual Close, Black",8796
11/19/2024,Sunshine Insulated Water Bottle - Pink,7363
2/15/2024,"Dishwash Bar - Anti-Bacterial, Round 700 gm + Safal Steel Scrubber 1 pc",9138
4/21/2024,Pearl Facial Kit - Single Time Use,3121
9/2/2024,"Gloria Multi Utility Basket - Small, Medium, Large, Beige",1310
8/26/2024,"Crunchy Granola - Honey, Almonds, Strawberries & Pumpkin Seeds",8412
2/27/2024,Shadow Perfume Deodorant For Men,2132
3/4/2024,Silver Sparks Scrub Pad,1720
8/29/2024,Vinaigrette Dressing,9955
1/4/2024,"Organic Red Gram/Tur Dal - Split, Skinned",6206
2/20/2024,Veggie - Nuggets,6689
3/10/2024,"Man-In-Charge - Black Gold, Eau De Parfum",1246
7/10/2024,Perfumed Talc - Fresh Flower Shower,9533
4/4/2024,Partysmart - Capsules,6757
4/12/2024,Anti-Bacterial Hand Cream,4046
4/28/2024,Organic - Jaggery/Bella Granules,6429
11/19/2024,Curry Mix - Morkozambu,3021
10/29/2024,Coriander/Dhania Powder,3618
12/27/2024,Foul Mudammas - Grade A,4232
1/11/2024,Jars - Cube,2543
1/4/2024,Clear Glycerine Soap - Oil Balance (Eucalyptus Oil & Mint),8515
7/19/2024,100% Pure Organic Honey - Wild Forest,2136
2/19/2024,Standard USB 2.0 Cable AM To AF Extension For Computer,41
10/11/2024,Breathable Premium Baby Diaper Pants With Wetness Indicator - Medium,9991
11/14/2024,Chewing Gum - Peppermint,8001
5/7/2024,Palash Flower Powder - Supports Low Blood Uric Acid Levels & Proper Urinary Flow,6809
9/10/2024,Fridge Odour Remover,3856
2/21/2024,Kitkat 7x2 Fingers Share Bag,2988
6/4/2024,"Plastic Lunch Box/Tiffin Box - Marvel Spider Man, BPA Free, HMHILB 199-SPM",6615
10/3/2024,Sleep-Well Tablets - Effective In Sleep Disorders,9610
2/21/2024,Fusion Proglide - Styler Razor,9584
3/12/2024,"Bread/Snack Roaster - Non-Stick, Assorted Colour",3136
5/7/2024,Shadow Perfume Deodorant For Men,289
8/16/2024,Daily Moisturising Lotion,2565
3/27/2024,"Skin Superfood - Advanced Plant Based Formula, Blueberry & Lemon Flavour",3312
7/9/2024,Strong Pain Balm,5525
8/22/2024,"Toilet Cleaner - Lavender, Urine Strains & Germ Remover",1292
2/15/2024,Bhuna Masala Gravy - Ready To Cook,7138
4/9/2024,Carrot - Sliced,6216
6/8/2024,Handwash Refil Pack,4347
2/25/2024,Original Fruit Flavoured Candies,461
6/13/2024,Charcoal Face Pack,3292
2/14/2024,Pongal Mix,7469
11/22/2024,Red Hot Anti Germ Mouthwash,9972
10/14/2024,"Loofah/Sponge Scrubber/Body Bath  - Hangable, Off White, BH-021 WTE",687
6/20/2024,Turmeric Herbal Bleach,134
4/12/2024,Breathable Premium Baby Diaper Pants With Wetness Indicator - Small,4017
2/15/2024,Peach Milk Moisturiser - SPF 24 PA++,197
8/12/2024,Colin Cleaner - Glass and Household 500 ml + Scotch Brite Sponge Wipe Large 1 pc,6940
6/2/2024,Lemongrass Anti-Pigmentation Massage Cream,522
9/19/2024,Barbeque Sauce - For Grilled Vegetables,1491
6/18/2024,Pineapple - Slices,5328
12/21/2024,Funky Avatar Perfume Spray,676
12/22/2024,Carrot - Sliced,297
6/5/2024,Quinoa Puffs - Onion Masala,6128
6/3/2024,Power Gard Rat Kill Cake,138
4/5/2024,Hand Wash - White Lily,6936
12/13/2024,Incense Sticks - Sandal,9104
1/8/2024,Pasta - Gnocchi 49,9452
5/27/2024,"Notebook - Ruled, Small, Single Line, Hard Bound",430
9/4/2024,Cold Pressed Avocado Carrier Oil,8901
8/2/2024,"Super Bucket - Assorted Colour, 16 L + Metro Mug - Plain, Assorted, 1 L",6103
12/11/2024,"Induction Base Non Stick Cookware Set With Glass Lid - Bling, Blue",3752
11/1/2024,TV & Gadget Cleaner Spray,8466
4/14/2024,Original Germ Protection Alcohol Based Hand Sanitizer Refill,6683
2/20/2024,"Water Bottle - Stainless Steel, Green BB 511 2",3430
1/10/2024,Caramel,637
4/13/2024,Gluten Free Corn Flakes,6460
4/16/2024,Professional Brush,1152
2/14/2024,Multi Grain Coffee Cake Mix - Wheat & Maida Free,6904
10/11/2024,Ready to Drink Coffee Flavoured Milk - Intense Cappuccino,8830
10/5/2024,Flavoured Milk - Pista,9525
10/16/2024,Original Soap,4787
2/2/2024,Long Handle Broom With Dustpan Cleaning Set,3699
3/17/2024,Non Stick Kadai - Red,2852
10/10/2024,"Plastic Lunch Box/Tiffin Box - Marvel Spider Man, BPA Free, HMHILB 199-SPM",9694
12/30/2024,"Lilac Shampoo Comb - DC-1268, Colour May Vary",1492
10/15/2024,"Choice Sanitary Napkins - Xl, Ultra with Wings",3578
9/15/2024,Pearl Facial Kit - Single Time Use,3314
6/4/2024,Masala - Channa,147
5/17/2024,"Swiss Milk Chocolate - With Honey & Almond Nougat, Yellow",6160
9/30/2024,Darjeeling Black Tea Bags,639
1/2/2024,"Matic - Automatic Air Freshener Kit With Flexi Control, Petal Crush Pink",4971
2/12/2024,Kisses - Almonds Chocolate,4268
4/23/2024,Organic - Urad Daal,1061
8/12/2024,Blackseed Oil - Cold Pressed,9357
9/28/2024,"Face Wash - Whitening, Peel",7476
5/23/2024,Pink Himalayan Rock Salt Powder,588
9/4/2024,Detoxifying Mineral Pack,7059
5/21/2024,"Juice - Berries, Aloevera",6787
8/8/2024,Millet Rusk - Sweet,5863
8/7/2024,"Pavanhara Vati - Gas Reliever, 500 mg",9218
5/14/2024,Turmeric Cardamom Green Tea,7706
6/2/2024,"Pear - Green, Imported",7012
3/13/2024,Masala - Butter Chicken,1364
4/19/2024,Abrasive Scrub Pad,2459
11/12/2024,Zeb Rise Wired 1200 DPI USB Optical High Precision Mouse,2528
5/25/2024,Oil Free Face Moisturizer,9547
7/25/2024,Classic Milk Chocolate Candy,4612
7/25/2024,Vacuum Fried Okra - Mexican Chipotle,891
10/22/2024,Biodegradable Panty Liners,3630
7/27/2024,Herbal Peach Soap,8207
11/10/2024,"SMX 3 - 3 Blade Shaving System, Jumbo Pack",8224
6/6/2024,"Microwave and Fridge Freezer - 40%Extra Free, Imported",3043
12/3/2024,Granola - Dark Chocolate & Walnut Granola,222
9/30/2024,Hair Pack - Brahmi,1255
8/29/2024,Savoury Pudding Set/Dryfruit Serving Bowl,6102
3/31/2024,Oil - Clove,3295
7/23/2024,Cheddar Applewood Smoked Cheese - Sliced,4455
2/18/2024,Fine Besan/Kadale Hittu - 100% Chana Dal,3976
8/6/2024,Soft Centres Chocolate - Choco Mousse,5934
9/27/2024,Thick Shake - Strawberry,5992
3/20/2024,Hair Spa For Dandruff Free Hair,1765
12/3/2024,Mugcake Mix - Chocolate,959
10/27/2024,Watermelon - Organically Grown,4871
8/29/2024,Easy 5 Minute Hair Colour - Natural Brown,1755
4/12/2024,Stunning Black Shine Shampoo,1840
10/27/2024,Low GI Poha - Diabetic Friendly,5015
4/22/2024,"Plastic Container Set - With 2 Spoons, Assorted Colour, Micro Magic",672
1/18/2024,Amulya Dairy Whitener,8099
9/26/2024,"Ham - Pork, Luncheon",6319
3/21/2024,Chamomile Herbal Infusion,3973
4/9/2024,Red Hot Anti Germ Mouthwash,377
3/7/2024,Value Pack Sanitary Pads,496
12/15/2024,"Cookies - Chocochip, Crunchy",4140
9/18/2024,Sink Drainer - Plastic,4524
10/31/2024,Spray Glass Water Bottle With Cork - Red,5178
7/9/2024,Green Apple Lip Balm,5958
1/6/2024,Legend For Man Eau De Parfum,6320
3/30/2024,Mustard Oil,9640
12/9/2024,Borosilicate Glass Rectangular Lunch Box/Tiffin Box - Sea Green,6032
6/20/2024,Gherkins in Brine - Mini,6539
3/4/2024,Almonds,5169
6/11/2024,Honey Fig Cake,7781
11/5/2024,Cinnamon Essential Oil,1642
11/12/2024,Hexa Advanced Germ Protection Bathing Soap,5296
12/17/2024,Sweet Potato Chips - Peri-Peri,2115
2/21/2024,Pitta Balance - Pitta Control,7133
3/3/2024,Plastic Dustbin - Green,158
5/2/2024,Organic Ground Nut Oil/Mungaphali Tel,4495
7/8/2024,"Dyna Plastic Bathroom Stool/Patla - Plain, Assorted Colour",3394
2/29/2024,Shower Gel - Refreshing Pulse For Men With Sea Minerals,3999
12/27/2024,Spray Glass Water Bottle With Cork - Red,5005
2/25/2024,Ragi Flour/Ragi Hittu,6044
5/3/2024,"Sauce Pan - Non Stick, Induction Base",9644
11/3/2024,"Plastic Twister Container - Big, Gray",160
7/24/2024,Flour - Rice,1224
